SourceFile,ParentObjectID,WasSeparated,SeparationPart,SeparationPartsTotal,MorphologyLabel,DatasetSplit,ObjectID,Volume_um3,SurfaceArea_um2,EquivalentDiameter_um,Sphericity,MajorAxisLength_um,IntermediateAxisLength_um,MinorAxisLength_um,Elongation,Flatness,BoundingBoxX_um,BoundingBoxY_um,BoundingBoxZ_um,CentroidX_um,CentroidY_um,CentroidZ_um,SomaVolume_um3,SomaCellVolumeRatio,NumberOfSomas,PossibleMerged
3.tif,3,0,1,1,Amoeboid,Validation,3,370.0934,419.512155297286,8.90780919686514,0.594219823060002,29.0028269887327,10.1909326158358,6.56005482561062,2.8459443391535,1.55348284225464,14.28,6.63,28,104.381858503826,169.776740590348,7.83913790410745,0,0,0,0
3.tif,4,0,1,1,Activated,Validation,4,709.5528,978.838471450787,11.0661197435717,0.39303350389146,27.1128446501043,16.5317060126696,14.3550637859493,1.64005122213797,1.15162887878288,27.54,16.15,18,150.020582437276,44.9090118931248,7.55881394591072,0,0,0,0
3.tif,5,0,1,1,Amoeboid,Validation,5,734.1756,918.043788575828,11.1926719443814,0.4287005353307,27.4151710767909,19.3153327484218,9.03031712006003,1.41934759467351,2.13894290661338,21.08,17.51,24,40.0205321996536,136.52054637065,18.0085025980161,105.8896,0.144229255235396,1,0
3.tif,6,0,1,1,Ramified,Validation,6,1118.3144,1744.76610687015,12.8781980079399,0.298622724204091,37.0160913546297,34.8148581206428,19.4117407637455,1.06322683339277,1.7934949031292,20.91,37.4,34,24.7311603266487,31.1357266900973,21.6542278271656,122.536,0.109572048790573,1,0
3.tif,7,0,1,1,Activated,Validation,7,932.603,1178.47165606925,12.1217706295795,0.391708373055693,34.3085404475114,19.5048797906082,18.0351687770343,1.75897215547216,1.08149139227604,17.34,29.58,28,79.3977861791137,34.0366340254106,33.4065075921909,113.866,0.122094824914782,1,0
4.tif,1,0,1,1,Activated,Training,1,591.9298,686.501457713501,10.4173485209522,0.496618389398466,20.8291098459385,16.6349825003086,10.4789157273977,1.25212694666508,1.58747173210063,11.22,16.15,20,29.1816678058784,45.7198076359731,7.89649448296065,0,0,0,0
4.tif,2,0,1,1,Activated,Training,2,694.178,1024.40210330984,10.9856074054144,0.370107222450062,29.4602025577181,26.5046002338175,11.5754546966266,1.11151280524238,2.28972432862976,24.82,17.85,28,36.624454621149,140.445592006661,15.5235636969192,0,0,0,0
4.tif,3,0,1,1,Activated,Training,3,647.3022,881.467951582093,10.7325475247164,0.410533863494677,29.2326896745448,21.1781612692548,11.0848052223074,1.38032236618119,1.91055781716717,12.92,20.91,30,55.0180203589607,88.0221412626128,18.8238235556746,0,0,0,0
4.tif,4,0,1,1,Activated,Training,4,817.1186,951.250254644842,11.5992210420943,0.444337263513718,28.1709277766751,18.7588162619254,9.01204730510612,1.50174336073931,2.0815266084208,22.78,10.88,26,66.0847251892197,23.266791398458,13.8552733960529,100.6876,0.123222748815166,1,0
4.tif,5,0,1,1,Amoeboid,Training,5,295.9938,351.828062167403,8.26852411432455,0.610485553173562,19.361554180078,12.3319130421856,7.92142494268984,1.57003654776393,1.55677963641704,7.99,13.94,16,133.616547549307,38.8568346026167,5.59656317125561,0,0,0,0
4.tif,6,0,1,1,Activated,Training,6,883.473,1202.7406036812,11.9050590274511,0.370203914060868,27.5765501955548,25.1262581737507,15.4059841034954,1.09751917714369,1.6309414578748,21.08,21.42,24,89.8669604187112,71.8753215570821,12.7636244684331,114.2128,0.129277069021917,1,0
4.tif,7,0,1,1,Exclude,Training,7,538.9272,697.461577064521,10.0966467127026,0.459180996147536,19.2563840127717,17.314052311518,8.08641982244425,1.1121823860935,2.14112706138036,12.24,18.19,18,113.796512226512,102.752857142857,32.0405405405405,0,0,0,0
4.tif,8,0,1,1,Activated,Training,8,559.5618,625.336684401798,10.2238973102827,0.525132531818656,28.0687560240189,15.8330647378938,9.7699211779284,1.77279361189252,1.62059288396952,10.37,26.35,16,155.171824191715,108.771640326413,35.8706745170953,0,0,0,0
5.tif,1,0,1,1,Activated,Test,1,1112.4766,1595.1116103582,12.8557500740087,0.325501982602414,33.2753058664389,32.8849487181345,27.3330533327406,1.0118703894493,1.20312020460384,29.07,31.11,34,46.9821546214995,91.9327708214268,12.792019535512,181.492,0.163142307892139,1,0
5.tif,2,0,1,1,Ramified,Test,2,2318.5314,3259.47044860526,16.4211960669719,0.259903661497308,57.1188401805394,37.432751784514,33.3178524284232,1.52590545598546,1.12350433945078,30.43,59.33,38,145.123841896644,43.6747727669333,19.836711290604,174.267,0.0751626654700471,1,0
5.tif,3,0,1,1,Ramified,Test,3,1544.4738,2252.52261060845,14.3414800918147,0.286859120386449,49.9881829864289,31.8337513781552,25.9669145317627,1.57028879168578,1.22593507747007,35.53,36.72,32,100.175405860559,135.984177613113,27.6298042737921,147.4478,0.0954679839826354,1,0
6.tif,1,0,1,1,Exclude,Validation,1,251.1988,398.186980255207,7.82839947900745,0.48351369094744,13.5188241379405,12.1481973807603,6.1894727682181,1.11282552581429,1.96271925504532,10.2,10.03,14,7.46372756557754,137.689712379199,6.0188679245283,0,0,0,0
6.tif,2,0,1,1,Exclude,Validation,2,220.8538,299.804680618609,7.49955367801814,0.589362229428061,13.7211031100165,13.3920623837028,6.1928214334918,1.02456983225482,2.16251389250082,9.52,13.94,14,52.7835095524733,110.666040303585,4.26589897932478,0,0,0,0
6.tif,3,0,1,1,Ramified,Validation,3,3239.6322,5039.9722203218,18.3582957302541,0.210080843795634,76.144490990642,46.6224596381794,39.7397005740035,1.6332147977943,1.17319604739746,73.44,47.43,40,76.7421019108279,103.727185319988,28.6797266677372,107.9704,0.0333279808738782,1,0
6.tif,4,0,1,1,Exclude,Validation,4,1556.265,3004.98003433777,14.3778840199205,0.216121629793409,53.001270812007,37.2909046190514,21.5620196645395,1.42129217173588,1.72947178414735,29.24,47.94,40,132.899616713092,122.899594800371,12.8677437325905,0,0,0,0
6.tif,5,0,1,1,Activated,Validation,5,1443.844,2245.29756301684,14.0229876014339,0.275142112753578,42.8135190724413,42.296893719957,26.7273987014328,1.0122142622554,1.58252938089667,27.37,43.69,40,144.353301841473,43.3897846277022,28.9226581265012,114.2706,0.0791433146517214,1,0
6.tif,6,0,1,1,Ramified,Validation,6,2724.3452,3706.86198548008,17.3282420001884,0.254479302148911,47.3190472268211,40.9987791430365,28.1198736212066,1.15415747043917,1.4580001210289,38.59,33.32,38,66.1197712903637,53.2053941952732,22.9089828998175,248.4244,0.0911868290406076,1,0
6.tif,7,0,1,1,Exclude,Validation,7,200.1036,391.040678665671,7.25691595214546,0.423089377036254,22.2827741601682,9.21250690487948,3.48968095938085,2.41875250572305,2.63992812297488,6.12,20.91,12,145.747943385326,66.5414471403813,13.9225880993645,0,0,0,0
6.tif,8,0,1,1,Exclude,Validation,8,354.7186,619.784438718538,8.78270805107868,0.3909904030451,26.6487097315134,11.1899427323043,8.78412808723188,2.3814875883664,1.27388200868443,18.87,18.53,16,39.7111634349029,59.2067867036011,23.9736027374939,0,0,0,0
6.tif,9,0,1,1,Amoeboid,Validation,9,319.8652,365.181270427999,8.48508356171858,0.619374932952785,18.5842738561616,13.8935504242521,6.79376011518709,1.33761877192467,2.04504577563665,9.52,14.79,16,97.3884044091072,31.5604047705096,36.1781713046621,0,0,0,0
6.tif,10,0,1,1,Exclude,Validation,10,389.7454,698.686112946169,9.06276652680923,0.369308535500021,36.7320787632569,10.0505136654125,7.06824012549478,3.65474641258044,1.42192589484344,8.67,35.7,16,114.466624647783,82.2282663502892,34.2974936971674,0,0,0,0
6.tif,11,0,1,1,Activated,Validation,11,559.6774,633.529350981019,10.2246013142313,0.51841301689438,16.5379962304288,13.65388698075,12.7947504969024,1.21122990498933,1.06714757619194,13.43,14.11,14,46.6149199628214,111.136793349169,36.9300836517608,0,0,0,0
7.tif,1,0,1,1,Ramified,Training,1,1787.5806,2133.74446612832,15.0575970209655,0.333824959677812,31.5735488139484,25.2791676356712,22.8760916065826,1.24899479559585,1.10504749108441,24.48,33.49,20,36.3848591845313,111.792647524816,9.29679568015003,122.9984,0.0688071911274938,1,0
7.tif,2,0,1,1,Ramified,Training,2,3482.6812,5854.42466333606,18.8063724609118,0.189791045027871,53.8028258601157,41.1738945951939,32.4941022001189,1.30672180489809,1.26711900952423,47.6,37.4,40,62.0467187240682,50.4762146911407,22.6951903608059,200.5082,0.057572941215521,1,0
7.tif,3,0,1,1,Activated,Training,3,1053.2894,998.012074202199,12.623594352163,0.501626114936933,25.9533695642675,19.1507298097762,11.3558444782467,1.35521569266873,1.68642057809628,15.47,18.19,24,77.6795236788675,127.279456181748,32.7376392471053,173.8624,0.165066125226362,1,0
7.tif,4,0,1,1,Ramified,Training,4,2187.9612,2949.46909886131,16.1069631329881,0.276333381460444,43.4770070861436,36.1014591263325,24.7761820098254,1.20430055012462,1.45710340326108,33.49,47.77,22,115.947270830031,30.5672880012681,34.9898557616104,157.6206,0.072039942938659,1,0
8.tif,1,0,1,1,Activated,Training,1,996.4142,1402.22278141159,12.3921623718954,0.344054343182514,30.2969022868153,19.6336092032167,17.2506714891726,1.54311425745663,1.13813593955109,28.73,21.42,16,55.3660583560531,97.5706514298971,5.7101920064969,0,0,0,0
8.tif,2,0,1,1,Ramified,Training,2,1236.8622,1955.19799522222,13.3180578888358,0.284997418374442,47.213345701962,25.3283783569344,20.3187092207031,1.86404929035008,1.24655449722795,41.31,29.41,38,48.29607925604,39.5335520351417,17.3956726949857,125.0792,0.101126220851442,1,0
8.tif,3,0,1,1,Exclude,Training,3,506.2124,930.088783135461,9.88806666278117,0.330254114629791,36.6852803705869,23.2896933564875,20.3272995445531,1.57517232232549,1.14573474481652,30.26,27.88,24,79.227628453985,147.127817994976,5.51701301667047,0,0,0,0
8.tif,4,0,1,1,Activated,Training,4,644.5856,953.825284054411,10.7175123415841,0.378328472296668,39.5024968139795,21.4611330834076,11.934249442251,1.84065289844926,1.79828092141501,20.06,17,38,141.450640243902,159.913795731707,10.3775107604017,0,0,0,0
8.tif,5,0,1,1,Ramified,Training,5,1677.5294,2563.72841563494,14.7420259943463,0.266312898238998,35.5415382595604,29.5202079102382,29.1632190027005,1.20397316874025,1.0122410666499,25.5,30.43,36,86.9688967370708,110.810027564345,24.8933604382731,135.83,0.0809702649622713,1,0
8.tif,6,0,1,1,Exclude,Training,6,235.3038,372.427427170036,7.65967082449765,0.49491250602181,23.7702248503245,8.21698140059596,3.85574506827098,2.8928171662407,2.13110080026133,4.59,11.22,24,111.444291328912,88.5765561287153,20.6730533038565,0,0,0,0
8.tif,7,0,1,1,Ramified,Training,7,1912.891,2803.71917439882,15.4015300370967,0.265792728418095,41.2778705772028,35.2628183356178,23.2889541500809,1.17057775088582,1.51414349087442,31.96,38.42,28,36.0448542075843,90.7541828070707,31.8063755854359,140.3962,0.0733947726242635,1,0
8.tif,8,0,1,1,Ramified,Training,8,2507.8264,3584.05306535643,16.8564564370454,0.249062307018909,40.494427151623,38.2871793900843,28.2189635599228,1.05764978764955,1.35678900143805,42.16,29.75,28,138.398121369964,117.845388586706,31.3579330690514,175.8854,0.0701345994284134,1,0
8.tif,9,0,1,1,Exclude,Training,9,279.463,373.251595878985,8.11163807068648,0.553815783910247,26.3089576984279,8.76871525543025,4.73085799165445,3.0003206777795,1.85351478968484,23.29,5.1,16,58.353563598759,83.6820517063084,36.0479834539814,0,0,0,0
9.tif,1,0,1,1,Exclude,Training,1,206.2882,367.146650451559,7.33092181979984,0.459861951860545,20.6338874368795,9.62632058696704,5.46153501844137,2.14348641835339,1.76256685244403,20.06,6.63,10,13.0457971420567,74.7989044550295,5.41272065004203,0,0,0,0
9.tif,2,0,1,1,Activated,Training,2,227.6742,407.19745955236,7.57597266431203,0.442814272986654,19.5735052685008,9.74869492798858,8.28557020209331,2.0078077540723,1.17658708938651,9.35,12.75,18,44.9097791317593,56.212254379284,11.967504442752,0,0,0,0
9.tif,3,0,1,1,Activated,Training,3,906.015,1243.96901344257,12.0054632280898,0.363997293086976,29.8840256215779,22.0765979522422,11.770637238804,1.35365175767685,1.87556523103632,17,21.59,34,52.6652842105264,73.8113103668261,15.3002870813397,138.4888,0.152854864433812,1,0
9.tif,4,0,1,1,Ramified,Training,4,1386.044,2151.6710532807,13.8333107064024,0.279399907927606,44.188202249683,29.5554218580309,22.6343495189429,1.49509631301967,1.30577739083227,30.43,26.35,36,64.3412710592162,14.4655821517931,9.00592160133445,163.7474,0.11814011676397,1,0
9.tif,5,0,1,1,Activated,Training,5,691.577,960.227499167489,10.971869657771,0.393855589141636,37.0750246338393,19.9435108679291,10.3169832315501,1.85900190188976,1.93307582462095,18.19,16.32,38,122.904217300459,17.9478370246553,13.2835770998746,0,0,0,0
9.tif,6,0,1,1,Activated,Training,6,871.9708,1119.14178933609,11.8531679984863,0.394397033355824,35.7370907820663,19.6752095814353,13.3028614743722,1.81635121263391,1.47902085722981,18.7,13.94,38,83.7369448495292,116.025405674135,21.2334614874718,147.7368,0.169428609306642,1,0
9.tif,7,0,1,1,Ramified,Training,7,1237.9604,1957.90826295348,13.3219983883166,0.284771345363677,44.8928370835407,34.0971360349419,16.439245344873,1.31661606527702,2.07413024865986,25.16,40.46,34,33.3139121299842,128.00377719675,22.6932486693435,127.1022,0.102670650854422,1,0
9.tif,8,0,1,1,Activated,Training,8,604.7614,771.532206132817,10.4920853263342,0.448249114957938,29.2240747363841,16.8590864629278,11.3989834067697,1.73343168982769,1.47899912310736,18.87,8.84,32,129.948159227755,73.7350262830928,22.5061645799484,101.2656,0.167447194877186,1,0
9.tif,9,0,1,1,Exclude,Training,9,226.6916,511.353960492893,7.56505811230938,0.351603173033966,30.100793305065,11.2504620370425,7.48393595916369,2.67551618822028,1.50328144153437,12.75,11.05,30,107.739905660377,21.5200841407445,24.2712901580826,0,0,0,0
9.tif,10,0,1,1,Activated,Training,10,551.8166,773.303407578215,10.1765064662875,0.420724084980762,22.6880028075934,17.0865602349775,12.6861318445241,1.32782739741551,1.34686919893181,13.6,17.34,24,129.861516706819,111.6492227925,23.8158583848329,0,0,0,0
9.tif,11,0,1,1,Activated,Training,11,764.0004,842.92068053345,11.3422266431357,0.479468197208896,27.6420261502907,20.7348747247097,10.8719105318235,1.33311758654369,1.90719696083002,12.07,19.04,24,166.822152367983,149.74414888788,33.2688757754577,110.2246,0.144272961113633,1,0
9.tif,12,0,1,1,Exclude,Training,12,952.544,1288.41732102723,12.2075583221919,0.363371560230025,43.0514946243927,18.5813845359283,16.2482343014094,2.31691532679655,1.14359407866961,42.5,20.74,20,46.7703112864078,94.2484951456312,35.9433252427184,0,0,0,0
10.tif,1,0,1,1,Activated,Validation,1,853.7638,998.34701253309,11.7700878606273,0.435941043591077,35.8024730627211,17.6690577837921,13.9706294464572,2.02628082950541,1.2647288263932,24.48,31.96,18,39.5607643355223,62.3885383521765,6.24561641053416,122.3626,0.143321372960531,1,0
10.tif,2,0,1,1,Exclude,Validation,2,2025.601,2687.28398337438,15.6982687619787,0.288097725311913,58.5350646577229,32.3326084465831,22.4861745268063,1.81040341222172,1.43788835259811,26.18,48.96,40,124.952697103724,141.252594949351,18.7419032672279,137.9686,0.0681124268797261,1,0
10.tif,3,0,1,1,Ramified,Validation,3,1733.0752,2185.70220781069,14.9029734737419,0.319230764976049,48.226650616874,30.0625916896482,12.5067488488811,1.60420801755027,2.40370955336947,18.19,39.27,36,157.670447238527,74.2173315768409,14.2909551760939,186.2316,0.107457310565635,1,0
10.tif,4,0,1,1,Activated,Validation,4,1077.97,1569.98599274163,12.7214324858371,0.323836748162425,32.4210234282139,27.9933890027879,19.2528060978079,1.15816714528509,1.45399007607391,20.06,24.14,30,60.0724032171582,32.6865973190348,14.5495978552279,148.1992,0.137479892761394,1,0
10.tif,5,0,1,1,Ramified,Validation,5,1371.883,2284.46852709575,13.7860384063325,0.261362732285216,44.3550430791946,30.2222886738656,18.8374501570337,1.46762687491468,1.60437258874875,30.26,36.72,30,63.3619759848326,107.624854855698,19.1488519064672,115.9468,0.084516536760059,1,0
10.tif,6,0,1,1,Ramified,Validation,6,1832.7802,2762.19820053419,15.1834543257665,0.262202126414957,46.0827244130865,26.3180392700577,26.0196816095232,1.75099383127356,1.01146661458092,30.26,40.46,32,110.360323252073,56.5198129868492,27.6858935948784,161.2042,0.0879561007915734,1,0
10.tif,7,0,1,1,Activated,Validation,7,944.9144,1272.10830717469,12.1748779172324,0.366062308450177,30.2856360670784,22.5746823258336,15.8031047725394,1.34157529350571,1.42849665624321,20.4,22.27,30,88.6940163934427,143.848679960851,25.4668460973819,138.431,0.146501101052116,1,0
10.tif,8,0,1,1,Amoeboid,Validation,8,265.4754,299.764782801336,7.97398144059814,0.666376547876813,16.9895567286637,14.7262693425879,6.32393665661164,1.15369047879156,2.32865541548264,17.34,14.79,8,20.4011103853691,53.1233159155236,38.5991726540388,0,0,0,0
11.tif,1,0,1,1,Ramified,Validation,1,1779.951,2600.24178766567,15.0361439507931,0.273154958767862,50.5582684837114,21.0329482333895,19.639270386215,2.40376517465349,1.07096383011014,48.96,21.08,22,78.4071852573471,17.8346864750771,7.88251339503166,123.114,0.069167072576717,1,0
11.tif,2,0,1,1,Ramified,Validation,2,2027.2194,2559.23256913372,15.7024484786672,0.302673830432289,57.2869673822733,31.4252898422233,20.123915532845,1.8229574864669,1.5615892340103,37.4,31.96,40,104.044415647364,142.497297921478,15.6711430445072,106.2364,0.0524049838907422,1,0
11.tif,3,0,1,1,Activated,Validation,3,1696.1988,2747.10690970727,14.7965128773676,0.250376211823392,45.9103449786013,37.54685436037,15.8191726080072,1.22274810395458,2.37350304537198,22.95,43.01,38,87.2303854017584,79.2356178014039,18.8397737340694,193.341,0.113984870169699,1,0
11.tif,4,0,1,1,Exclude,Validation,4,302.1206,487.142039649911,8.32518523660818,0.446973806415647,19.7487524839594,10.4491101874717,8.08612305502191,1.88999370564947,1.29222745144625,9.86,9.18,20,140.731086665391,82.3015630380715,8.72431605127224,0,0,0,0
11.tif,5,0,1,1,Exclude,Validation,5,839.256,1507.98263627049,11.7030378821876,0.285332179324463,35.6830100715445,28.4715962654892,19.6078163976171,1.25328449233443,1.45205338973641,33.83,25.84,22,149.384139807162,24.7332203856749,7.92162534435262,0,0,0,0
11.tif,6,0,1,1,Ramified,Validation,6,1924.2198,2987.38588901485,15.4318746023061,0.250435515682919,35.815957438543,27.9298177190183,23.7879368144734,1.28235557420608,1.17411686170382,25.67,26.18,36,160.729599891863,131.4333468505,27.7077888918927,150.2222,0.0780691478177285,1,0
11.tif,7,0,1,1,Ramified,Validation,7,2374.1928,3808.46433453183,16.551567154657,0.225984275336242,40.2273588721389,32.4910327164573,25.5586220167917,1.23810650228311,1.27123569866603,35.87,24.99,28,136.493635699679,50.0159195150453,29.3706300516116,218.8308,0.0921706105755186,1,0
11.tif,8,0,1,1,Ramified,Validation,8,1449.1038,2191.77431648731,14.0399951466134,0.282545213537523,39.6574359929501,25.7417729973042,23.7290276807047,1.54058681183706,1.08482207293458,34,21.59,26,43.553218858442,95.2504555063619,29.7297275736907,115.889,0.079972877029237,1,0
11.tif,9,0,1,1,Ramified,Validation,9,1409.2796,2075.17428715425,13.9101831328185,0.292928070201237,34.7370532899563,24.3155004319802,21.7279809138709,1.42859709538486,1.11908697491802,32.64,23.63,22,61.9160191944878,43.3397854974981,33.8278238044459,128.2582,0.0910097612993192,1,0
11.tif,10,0,1,1,Exclude,Validation,10,278.8272,551.106452194373,8.10548186445955,0.374517446686635,19.66038433726,14.8894544072389,6.96383613959148,1.32042342180797,2.13811096481548,13.6,7.48,20,24.6643428689884,88.0731094527365,31.5273631840796,0,0,0,0
11.tif,11,0,1,1,Exclude,Validation,11,587.3636,796.513588309035,10.3904925561883,0.425822842495865,28.25782377788,19.5845412865309,9.25440142910869,1.44286370379857,2.1162407354548,16.15,20.91,20,110.433184412517,108.851943515056,35.5670143672505,0,0,0,0
11.tif,12,0,1,1,Activated,Validation,12,618.1132,995.427239491346,10.5687380030286,0.352522316851429,31.3504220755838,16.9513984269058,16.1993164983934,1.84942983971302,1.04642676921505,28.56,20.74,18,18.7084411819712,143.720374976622,36.5487189077988,0,0,0,0
11.tif,13,0,1,1,Ramified,Validation,13,2083.3432,3137.28449480452,15.846039434408,0.251441775288996,46.7830468419396,33.8688700155915,18.3857792448959,1.38129931173975,1.84212317381075,35.36,44.03,18,81.9776420486073,146.120013594495,35.2913106203529,135.8878,0.065225835090445,1,0
12.tif,1,0,1,1,Exclude,Training,1,771.7456,1084.8804659486,11.3804258449955,0.375046407446046,41.0293280986525,14.3325266234746,10.7172657348757,2.86267237986166,1.33733052609064,16.15,13.94,40,50.9435328040744,48.9081800479329,13.8421210305572,0,0,0,0
12.tif,2,0,1,1,Amoeboid,Training,2,355.3544,339.503360855099,8.78795231399903,0.714629891882579,15.1345143393325,11.7779933931417,6.68566694809687,1.28498241034379,1.76167815187002,10.71,10.37,14,114.968527976578,98.0075162654522,5.93363695510735,0,0,0,0
12.tif,3,0,1,1,Activated,Training,3,1314.95,1925.34645413324,13.5926313691576,0.301472749128708,39.4193028600698,28.5540065977428,22.4020389296997,1.38051739692411,1.27461641716402,31.11,19.38,40,130.598677802198,24.0969657142857,26.5574505494506,120.1084,0.0913406593406593,1,0
12.tif,4,0,1,1,Activated,Training,4,823.2454,1090.72681733741,11.6281394163679,0.38945236172319,37.1180527885854,19.3924051168216,14.2671149686345,1.91405101971534,1.35923802110341,20.23,16.66,36,85.153743593344,23.599444639472,33.0000702099277,106.8144,0.129747946359615,1,0
12.tif,5,0,1,1,Ramified,Training,5,883.9354,1332.56876492131,11.9071356572867,0.334252640299638,40.870811109824,26.9473212714018,10.2016072757732,1.51669290977722,2.64147800860715,39.78,16.15,26,81.5853266200223,153.283918786373,24.9412149349376,110.687,0.125220689204211,1,0
12.tif,6,0,1,1,Activated,Training,6,890.409,1359.01969009699,11.9361327319282,0.32934524897492,24.5879091765207,22.7699467406658,21.5680301450235,1.07984043426014,1.05572676723653,23.97,24.14,26,133.641254138267,82.2656871145732,22.5712431028887,113.288,0.127231418370659,1,0
12.tif,7,0,1,1,Activated,Training,7,603.3742,763.706365261138,10.4840569460963,0.452149656068206,27.8774265751051,13.8661171105677,12.8859392067067,2.01047101743134,1.07606569363224,14.62,19.21,24,46.6180908132963,86.1002203276176,26.2072995497653,0,0,0,0
12.tif,8,0,1,1,Activated,Training,8,604.4146,722.607025558498,10.4900793831964,0.478415500746199,25.5391739094212,15.8483246304613,15.0187804292512,1.6114746829664,1.05523379245857,19.55,15.13,22,154.427970737305,164.228941378981,35.9060916132734,0,0,0,0
